,ID,board_t,env_t,light_strength,efficiency,efficiency_A,efficiency_B,efficiency_C,V_A,V_B,V_C,I_A,I_B,I_C,P_A,P_B,P_C,P_avg,wind_speed,wind_direction,y,predicted_V_A,predicted_V_B,predicted_V_C,predicted_I_A,predicted_I_B,predicted_I_C
1091,2425,-4.85,-6.9,18,219,216.11,208.93,231.96,687,686,683,6.91,6.98,7.08,4747.17,4788.28,4835.64,4790.36,1.8,288,,702.1895918,701.0917697,699.9017581,1.559184293,1.587697408,1.586857169
1115,2487,-3.83,-11.9,215,53.6,52.94,53.1,54.77,635,636,632,7.46,7.46,7.65,4737.1,4744.56,4834.8,4772.15,2,295,,702.8270064,700.4234993,699.8738939,4.606821335,4.637295355,4.79846219
1201,2671,-2.79,-12.6,188,58.81,57.71,58.55,60.16,594,589,591,8.06,8.07,8.18,4787.64,4753.23,4834.38,4791.75,2.5,276,,704.5845444,700.6059116,700.5895301,4.439747133,4.45497068,4.564700119
1435,3223,-9.6,-9.9,54,44.45,44.29,42.43,46.62,593,593,591,8,7.87,8.18,4744,4666.91,4834.38,4748.43,0.3,166,,702.0343261,702.8115143,700.9533473,0.930922906,0.938215607,0.98884425
1519,3434,-1.69,-5.8,262,40.56,39.48,41.12,41.09,640,638,636,7.51,7.52,7.6,4806.4,4797.76,4833.6,4812.59,1.2,85,,700.296331,697.3774435,698.1903171,4.307157491,4.285224073,4.435899849
1604,3623,-10.39,-10.9,105,11.75,11.06,11.77,12.44,615,610,608,8.01,7.85,7.95,4926.15,4788.5,4833.6,4849.42,0.9,323,,721.6453494,706.0596183,708.691402,0.451599521,0.882939175,0.508722883
1689,3800,-6.91,-15.3,168,41.31,19.75,80.65,23.52,642,643,636,6.88,5.81,7.6,4416.96,3735.83,4833.6,4328.8,1.1,295,,702.2694788,721.1274344,707.2357851,1.390434982,5.141559526,1.582590605
1690,3801,-6.91,-15.4,174,41.56,20.65,80.56,23.46,660,658,658,7.08,6.82,7.34,4672.8,4487.56,4829.72,4663.36,2.5,359,,704.5081277,720.4258563,709.7904094,1.424050445,4.72333021,1.671437994
1939,4382,-6.14,-8.6,160,14.07,16.49,14.55,11.18,669,659,667,6.67,2.03,7.24,4462.23,1337.77,4829.08,3543.03,2.4,49,,687.0227105,690.7785821,685.6185804,0.82652283,1.969051411,0.9270076
2116,4758,5.7,-6.7,192,50.4,54.62,58.39,38.2,621,617,612,7.73,7.73,7.89,4800.33,4769.41,4828.68,4799.47,1.3,281,,702.679157,676.3653481,702.4450512,4.504509222,4.823969238,3.199815335
2118,4764,6.08,-6.9,195,52.48,54.45,56.3,46.68,667,662,666,6.99,7.07,7.25,4662.33,4680.34,4828.5,4723.72,1.2,272,,701.8640973,684.5860649,703.8470768,4.427298477,4.884666879,3.283810898
2122,4769,5.6,-7.2,173,54.09,55.81,57.55,48.9,605,599,598,7.97,8.06,8.07,4821.85,4827.94,4825.86,4825.22,1.3,268,,701.0414901,683.0643904,704.7027434,3.969816065,4.396860007,3.484942126
2129,4781,2.64,-7.2,127,56.11,57.42,58.81,52.09,629,627,630,7.48,7.52,7.66,4704.92,4715.04,4825.8,4748.59,1.3,265,,702.6162617,693.1161165,703.7011072,3.041109733,3.156792293,2.791845578
2164,4888,3.47,-10.7,231,62.36,62.23,62.55,62.3,653,648,646,7.25,7.29,7.47,4734.25,4723.92,4825.62,4761.26,3.9,277,,702.9574921,690.7269859,700.855521,6.04743454,6.117117371,5.513770931
2208,4989,-2.12,-6.9,23,215.5,214.52,210.42,221.56,618,614,613,7.93,7.96,7.87,4900.74,4887.44,4824.31,4870.83,1.3,273,,700.9805939,702.8137489,698.5120353,2.017555705,1.970548633,2.018349182
2318,5242,-5.27,-10.5,181,41.17,41.12,39.01,43.37,622,620,620,7.85,7.85,7.78,4882.7,4867,4823.6,4857.77,1,33,,704.5874945,699.4448229,701.3579353,2.936243491,3.074216851,2.972963387
2321,5245,-5.95,-10,173,42.11,37.09,41.84,47.41,698,693,695,6.88,6.86,6.94,4802.24,4753.98,4823.3,4793.17,0.3,253,,709.5461224,698.1735725,705.2627665,2.940236205,2.737614638,2.842290599
2356,5346,-2.66,-10.9,378,37.87,37.34,37.6,38.67,608,606,609,7.91,7.81,7.92,4809.28,4732.86,4823.28,4788.47,4.2,281,,702.838272,700.0202315,700.1290962,5.742529695,5.705343867,5.920068198
2543,5764,-4.44,-10.7,408,36.96,36.69,36.7,37.48,689,689,685,6.91,6.96,7.04,4760.99,4795.44,4822.4,4792.94,2.9,283,,703.3658428,697.8445552,699.9063417,5.987535376,5.960861152,6.219243756
2633,5959,-3.69,-8.4,325,38.87,38.5,38.49,39.62,652,650,649,7.16,7.17,7.43,4668.32,4660.5,4822.07,4716.96,3.7,285,,701.3299801,699.9355332,698.8065039,5.066684799,5.098281806,5.220033028
2721,6159,-1.87,-10.6,296,39.64,39.44,39.44,40.05,606,603,602,7.81,7.84,8.01,4732.86,4727.52,4822.02,4760.8,4.2,277,,703.6395513,700.9263686,700.8019329,4.717418495,4.773373997,4.863022332
2840,6388,-3.64,-7.3,407,35.58,35.1,35.45,36.2,601,604,599,7.96,8.02,8.05,4783.96,4844.08,4821.95,4816.66,4,298,,702.0091527,698.8709876,698.2809459,5.847546869,5.85241217,5.977869104
2842,6390,-3.31,-7.2,423,35.13,35.02,34.82,35.57,624,619,615,7.87,7.83,7.84,4910.88,4846.77,4821.6,4859.75,4.5,269,,701.2357535,697.2429984,698.7945947,5.999122274,6.038329591,6.215545156
2895,6508,-5.62,-5.7,85,46.09,42.67,48.58,47.01,686,681,680,6.97,6.96,7.09,4781.42,4739.76,4821.2,4780.79,0.7,337,,701.3736002,702.792242,699.8613938,1.603348868,1.888821497,1.617485143
3097,6933,-13.16,-12.1,40,46.89,46.49,54.67,39.49,667,663,664,7.05,7.15,7.26,4702.35,4740.45,4820.64,4754.48,0,345,,699.69913,700.1291309,699.7910427,0.75068213,0.666416975,0.764375435
3107,6952,-4.21,-7.5,258,37.45,37.37,36.8,38.19,602,598,598,8.28,8.2,8.06,4984.56,4903.6,4819.88,4902.68,0,298,,704.0827482,699.2258014,701.0404525,3.845437277,3.881033745,4.004998097
3474,7750,-13,-12.7,54,25.35,25.46,24.53,26.07,599,598,598,8.04,7.96,8.06,4815.96,4760.08,4819.88,4798.64,1.1,114,,686.9124047,689.8970011,693.9543116,0.525678026,1.454842254,0.537611895
3479,7759,-11.33,-12,101,24.43,24.07,24.53,24.68,666,662,662,6.82,6.86,7.28,4542.12,4541.32,4819.36,4634.27,2.4,86,,700.9584959,700.6188866,699.0675525,0.952570803,0.97378654,1.010055639
3501,7801,-4.48,-8,245,24.08,23.84,23.77,24.64,625,621,617,7.84,7.87,7.81,4900,4887.27,4818.77,4868.68,1.7,66,,702.4806266,700.7094229,699.3145161,2.365245,2.379246645,2.436243514
3502,7802,-4.5,-8,248,23.93,23.65,23.91,24.24,616,612,613,7.8,7.82,7.86,4804.8,4785.84,4818.18,4802.94,3.4,94,,700.2558546,699.5678621,697.1239992,2.400124211,2.398338553,2.44987986
3717,8270,-6.35,-6.8,84,22.22,24.31,22.46,19.9,665,660,658,6.99,4.14,7.32,4648.35,2732.4,4816.56,4065.77,4.4,44,,701.2540834,699.3254552,698.9958213,0.714910292,0.750252113,0.740955335
3844,8513,-2.29,-10.5,262,34.18,34.12,33.75,34.67,692,684,688,6.6,6.57,7,4567.2,4493.88,4816,4625.69,1.3,116,,699.9335131,699.1220832,699.9729473,3.588301602,3.651135209,3.732029326
4249,9335,-4.39,-10.5,465,29.98,29.53,29.81,30.6,668,662,664,7.09,7.11,7.25,4736.12,4706.82,4814,4752.31,2.7,308,,703.2121739,699.909449,700.170842,5.569291437,5.62278016,5.738982072
4251,9337,-3.89,-10.2,487,29.75,29.51,29.27,30.46,621,618,617,7.65,7.57,7.8,4750.65,4678.26,4812.6,4747.17,1.3,324,,698.6972153,698.474014,697.0889414,5.801219986,5.872086802,5.991028985
4381,9616,-0.33,-7.6,346,10.21,9.31,11.98,9.33,676,672,674,6.83,6.94,7.14,4617.08,4663.68,4812.36,4697.71,0.1,87,,698.994168,703.1865339,698.4094642,1.370990582,1.558005908,1.384504784
4516,9934,-5.9,-10.2,161,28.03,27.95,29.16,26.99,645,643,644,7.25,7.28,7.47,4676.25,4681.04,4810.68,4722.66,1.8,92,,702.8447864,702.4429522,701.8656371,1.852750342,1.81947693,1.857090328
4523,9953,-4.27,-8.7,217,22.81,22.33,23.53,22.56,639,637,637,7.53,7.36,7.55,4811.67,4688.32,4809.35,4769.78,3.1,123,,698.1241884,699.0945116,697.1914885,2.119492769,1.955177399,2.010818591
4719,10363,-1.08,-8.4,349,29.18,29.02,29.27,29.27,620,618,615,7.85,7.88,7.82,4867,4869.84,4809.3,4848.71,1.6,272,,700.6357372,698.5828698,698.8594321,4.142705648,4.170041706,4.309781434
5132,11127,-3.89,-6,213,29.49,29.8,29.57,29.09,618,615,615,7.91,7.74,7.82,4888.38,4760.1,4809.3,4819.26,2.6,72,,702.7616264,700.8659122,700.5151605,2.554688783,2.511880099,2.553610422
5134,11130,-3.08,-5.8,246,28.47,28.83,27.99,28.59,631,628,627,7.55,7.55,7.67,4764.05,4741.4,4809.09,4771.51,1.8,70,,702.8825945,701.5929114,700.4673222,2.832582167,2.84599861,2.893895001
5140,11138,-1,-5.4,340,25.91,24.81,26.45,26.46,691,686,686,6.74,6.85,7.01,4657.34,4699.1,4808.86,4721.77,2.4,91,,699.0709278,699.0759271,697.8251608,3.666413057,3.52452166,3.558267911
16,38,-3.06,-12.1,211,53.95,53.15,53.38,55.31,616,610,611,7.94,7.7,7.87,4891.04,4697,4808.57,4798.87,0.9,292,,700.0858935,697.4914775,697.2746813,4.584566577,4.59084452,4.749821601
432,961,-7.87,-11.9,74,46.29,41.21,44.47,53.18,687,687,684,6.8,6.84,7.03,4671.6,4699.08,4808.52,4726.4,0.8,267,,710.9670439,705.0028899,707.1052771,1.417824744,1.729462188,1.270104327
441,972,-4.29,-10.4,122,49.19,47.57,50.41,49.6,591,589,590,8.18,8.12,8.15,4834.38,4782.68,4808.5,4808.52,0.8,264,,705.8935775,702.9485754,700.6777932,2.479681651,2.379789858,2.457411483
453,994,-2.1,-8,162,35.84,37.37,32.84,37.31,594,591,592,7.98,7.99,8.12,4740.12,4722.09,4807.04,4756.42,3,287,,699.920265,699.3262954,697.2837059,2.26821902,2.449598854,2.480131476
457,1007,-2.74,-7.3,267,35.87,35.51,36.97,35.12,633,635,630,7.42,7.42,7.63,4696.86,4711.7,4806.9,4738.49,2.7,278,,703.559709,690.5664675,699.1361518,3.925438268,3.895524085,4.065620672
536,1197,-4.14,-10.5,347,47.17,46.73,47.1,47.67,680,678,677,6.84,6.88,7.1,4651.2,4664.64,4806.7,4707.51,4.4,312,,699.7515736,695.531287,696.9773814,6.595411595,6.624667843,6.74348535
537,1200,-4.27,-10.9,355,46.59,46.26,45.93,47.58,641,638,640,7.32,7.17,7.51,4692.12,4574.46,4806.4,4690.99,2.6,289,,700.7131433,695.5110136,696.345308,6.639167195,6.716278509,6.748904839
553,1224,-3.93,-10,375,44.88,44.79,43.95,45.91,629,627,625,7.31,7.33,7.69,4597.99,4595.91,4806.25,4666.72,3.7,288,,699.165764,693.6450646,695.1189414,6.738967887,6.888617396,6.934308087
572,1262,-3.62,-9,248,52.41,51.76,52.33,53.14,638,632,634,7.64,7.63,7.58,4874.32,4822.16,4805.72,4834.07,2.9,284,,700.5225548,698.3208416,697.9427028,5.236211486,5.252316269,5.387782648
573,1264,-3.95,-9.1,237,53.46,53.49,53.03,53.86,613,610,606,7.98,8.01,7.93,4891.74,4886.1,4805.58,4861.14,2.9,278,,701.1551793,699.1667937,698.5315929,5.051234642,5.11655942,5.223904405
670,1480,-1.79,-8.7,13,508,499.11,511.43,513.45,610,607,606,7.83,7.89,7.93,4776.3,4789.23,4805.58,4790.37,2.4,274,,704.8963571,700.4929852,702.0564683,2.695216925,2.731247186,2.70948105
691,1560,-2.33,-11.9,251,50.41,49.55,50.33,51.35,659,651,651,7.11,7.23,7.38,4685.49,4706.73,4804.38,4732.2,2,72,,699.4132713,696.6773587,697.665016,5.111990618,5.135578486,5.281970633
950,2130,-4.29,-11.3,290,44.8,44.28,44.62,45.49,661,656,657,7.1,7.16,7.31,4693.1,4696.96,4802.67,4730.91,1.8,292,,703.5266772,699.1120887,700.5773051,5.218133135,5.209022211,5.335167739
1034,2317,-3.19,-9.9,274,45.17,44.63,45.08,45.8,614,614,611,7.71,7.73,7.86,4733.94,4746.22,4802.46,4760.87,1.6,274,,699.661762,697.6579762,697.3841056,4.977611258,5.016119107,5.203870548
1522,3438,-1.44,-5.8,268,39.66,39.15,39.57,40.27,661,654,655,7.18,7.13,7.33,4745.98,4663.02,4801.15,4736.72,1.1,156,,696.0555437,695.2740593,695.8988325,4.297057063,4.338905428,4.443396294
1691,3803,-6.35,-14.5,186,41.71,20.32,81.02,23.79,684,675,681,2.83,6.7,7.05,1935.72,4522.5,4801.05,3753.09,0.9,275,,715.791873,719.3877692,709.6177989,1.824919744,3.927262031,1.801003012
1871,4207,-4.46,-10.1,213,28.21,27.84,28.07,28.73,624,621,625,7.58,7.76,7.68,4729.92,4818.96,4800,4782.96,1.9,175,,703.4842881,700.9182688,699.4501142,2.432140336,2.365719724,2.45455023
2119,4765,6.35,-7,191,53.48,55.08,57.87,47.49,646,642,640,7.16,7.43,7.5,4625.36,4770.06,4800,4731.81,2,276,,701.8125987,683.409554,702.4413382,4.455680539,4.831829269,3.286849196
2121,4768,5.7,-7.2,173,53.89,55.99,57.5,48.2,619,618,613,7.87,7.89,7.83,4871.53,4876.02,4799.79,4849.11,1.6,262,,701.2377178,682.097086,702.285244,3.948172058,4.41464087,3.428767543
2123,4771,5.33,-7,167,54.95,56.79,58.16,49.92,659,655,653,7.04,7.13,7.35,4639.36,4670.15,4799.55,4703.02,1.3,252,,702.6373632,679.0014614,703.0406865,3.973950467,4.301720082,3.437307306
2124,4772,5.27,-6.9,162,55.33,57.22,58.11,50.66,636,629,629,7.44,7.44,7.63,4731.84,4679.76,4799.27,4736.96,0.7,253,,700.9535032,685.3521824,702.9293733,3.876874113,4.19655626,3.423247292
2125,4773,4.83,-7,158,54.73,56.04,57.27,50.87,626,623,620,7.79,7.72,7.74,4876.54,4809.56,4798.8,4828.3,1.1,272,,701.3108465,685.1105978,703.430508,3.698379172,4.051968544,3.362979556
2136,4796,-2,-7.6,47,70.72,80.28,72.87,58.99,675,671,672,6.86,7.01,7.14,4630.5,4703.71,4798.08,4710.76,0,184,,699.0250622,701.5036124,691.2531479,1.301765661,1.362316308,1.415220537
2210,4991,-2.6,-7.1,19,242.45,244.23,240.7,242.42,654,652,651,7.32,7.24,7.37,4787.28,4720.48,4797.87,4768.54,1.1,273,,703.6221222,702.7155478,701.2339712,1.9157683,1.853920983,1.899623185
2544,5769,-4.14,-10.6,445,36.32,36.05,36.13,36.78,696,692,693,6.75,6.77,6.92,4698,4684.84,4795.56,4726.13,2.5,275,,701.0262727,695.3202491,698.0146021,6.499905257,6.550645128,6.629018655
2612,5900,-13.64,-12.6,13,94.11,98,93.54,90.8,662,658,656,7.13,7.2,7.31,4720.06,4737.6,4795.36,4751.01,8.7,284,,697.941101,698.0015006,694.0087114,0.477218474,0.472909665,0.500957511
2634,5962,-3.21,-8.2,340,38.75,38.71,38.49,39.04,689,688,687,6.84,6.91,6.98,4712.76,4754.08,4795.26,4754.03,2.6,298,,700.0540606,698.4117354,698.4559306,5.307667689,5.374309852,5.445776165
2843,6391,-3.18,-7.1,428,34.73,34.55,34.38,35.26,654,650,648,6.99,7.43,7.4,4571.46,4829.5,4795.2,4732.05,4.9,283,,697.8063172,695.7042972,696.3042769,6.021263185,6.0279842,6.211738847
2844,6392,-2.67,-7,434,34.49,34.74,33.61,35.11,701,695,699,6.65,6.66,6.86,4661.65,4628.7,4795.14,4695.16,3.4,269,,698.4120459,696.2843167,696.4314294,5.983170922,6.167741118,6.246150777
2888,6491,-2.73,-5.1,239,41.89,37.21,45.2,43.27,651,648,647,7.33,7.32,7.41,4771.83,4743.36,4794.27,4769.82,1.2,322,,700.4194457,698.0394699,697.7300155,4.211214863,3.798206773,4.098270064
2921,6571,-3.12,-9.8,327,36.98,37.08,36.67,37.2,626,621,621,7.71,7.8,7.72,4826.46,4843.8,4794.12,4821.46,2.8,286,,699.9593241,698.7557767,697.3184007,4.836980377,4.917020333,5.078885096
3498,7796,-5.62,-8.7,238,24.08,23.76,23.83,24.63,686,680,680,6.9,6.9,7.05,4733.4,4692,4794,4739.8,1.6,75,,702.1932257,700.1322509,699.4178415,2.293783453,2.277366269,2.380220218
3576,7963,-3.37,-9.2,246,34.51,33.92,34.47,35.12,652,650,646,7.4,6.19,7.42,4824.8,4023.5,4793.32,4547.21,0,74,,702.7617416,700.0120261,701.3022974,3.431152536,3.454389605,3.520091916
4248,9334,-4.56,-10.6,457,30.01,29.53,29.9,30.61,620,616,616,7.65,7.69,7.78,4743,4737.04,4792.48,4757.51,3.7,294,,702.7125864,699.3947335,701.2237072,5.450723563,5.517989152,5.6831418
4250,9336,-4.25,-10.3,474,30.26,30,30.19,30.59,630,628,628,7.52,7.59,7.63,4737.6,4766.52,4791.64,4765.25,2.3,289,,701.317075,698.7696052,697.6536608,5.801291454,5.835318524,5.905340641
4517,9936,-5.93,-10,145,23.5,23.63,22.89,23.97,601,598,595,7.86,7.88,8.05,4723.86,4712.24,4789.75,4741.95,2,112,,695.8896966,697.8701676,696.818433,1.371347993,1.393820205,1.381647359
4625,10158,-1.56,-10.2,378,27.69,27.31,27.84,27.93,644,640,642,7.31,7.48,7.46,4707.64,4787.2,4789.32,4761.39,0,266,,700.6757372,697.9379377,697.3043212,4.242480747,4.250209949,4.401543644
5128,11120,-4.95,-6,155,29.85,30.02,29.94,29.58,636,635,631,7.37,7.47,7.59,4687.32,4743.45,4789.29,4740.02,1.9,0,,703.6757342,702.9482312,701.2519718,1.892177364,1.838150571,1.903041171
5129,11121,-4.89,-6.3,157,29.97,30.42,30.46,29.04,630,629,626,7.38,7.49,7.65,4649.4,4711.21,4788.9,4716.5,3.3,340,,702.1168702,702.2645065,701.1340513,1.915537403,1.904649469,1.937529155
15,37,-3.75,-12.7,201,55.22,55.35,54.62,55.68,658,657,656,7.16,7.2,7.3,4711.28,4730.4,4788.8,4743.49,1,276,,700.5649184,698.7761792,699.6125834,4.427303004,4.530846927,4.620915078
94,217,-2.33,-2.7,92,38.59,36.74,38.07,40.94,654,650,648,7.03,7.09,7.39,4597.62,4608.5,4788.72,4664.95,5.6,281,,700.1498151,699.4460809,699.5256281,1.417614485,1.481685117,1.478218154
413,910,-1.22,-4.5,113,71.67,71.26,70.41,73.33,698,690,692,6.72,6.84,6.92,4690.56,4719.6,4788.64,4732.93,0.8,264,,696.1503465,693.7900665,695.9042244,3.228567107,3.537964953,3.389344486
454,995,-2.68,-8.4,144,35.49,36.45,34.25,35.78,698,696,695,6.73,6.78,6.89,4697.54,4718.88,4788.55,4734.99,3.6,276,,698.8446573,699.0173312,696.283391,2.015718812,2.069757406,2.123642013
492,1081,-2.5,-6.3,200,54.05,53.68,52.91,55.56,690,686,688,6.85,6.84,6.96,4726.5,4692.24,4788.48,4735.74,1.7,293,,700.1959543,697.6516015,696.3683164,4.303653961,4.421467414,4.485150556
493,1082,-2.75,-6.4,190,55.66,55.64,55.28,56.05,684,682,681,6.93,6.9,7.03,4740.12,4705.8,4787.43,4744.45,3.2,357,,699.4545545,697.6829762,696.4784924,4.226415387,4.310851117,4.46776606
538,1202,-4.46,-10.5,360,46.47,46.06,46.55,46.82,609,606,606,7.94,7.75,7.9,4835.46,4696.5,4787.4,4773.12,2.8,279,,699.6413917,693.3760393,694.9304554,6.745552019,6.787185075,6.932653087
539,1204,-4.66,-10.7,365,46.5,46.07,46.27,47.15,642,636,634,7.32,7.49,7.55,4699.44,4763.64,4786.7,4749.93,1.9,329,,700.2259237,693.6226942,694.9904037,6.817399503,6.888318281,6.998624426
542,1210,-4,-10.5,374,45.58,45.45,45.13,46.17,644,641,639,7.31,7.24,7.49,4707.64,4640.84,4786.11,4711.53,2.6,278,,698.9670096,693.2559753,694.1971423,6.876769768,6.936282099,7.054467122
559,1235,-3.5,-9.8,362,45.78,45.52,45.54,46.27,680,679,676,6.73,6.86,7.08,4576.4,4657.94,4786.08,4673.47,2.8,300,,696.5939428,693.4671777,694.9466742,6.725947787,6.793495471,6.877986447
567,1254,-3.37,-9,290,49.52,48.83,49.18,50.57,662,659,659,7.11,7.15,7.26,4706.82,4711.85,4784.34,4734.34,2.1,280,,697.7872099,696.5057086,694.6998141,5.795086141,5.822910885,5.938978459
569,1259,-3.67,-9.5,266,51.02,50.42,50.87,51.77,596,591,592,7.95,8,8.08,4738.2,4728,4783.36,4749.85,1.7,287,,699.4693523,697.8290633,696.4280699,5.513772067,5.515294212,5.661486268
570,1260,-3.96,-9.5,260,51.74,51.63,51.5,52.07,615,611,618,8.12,7.76,7.74,4993.8,4741.36,4783.32,4839.49,1.8,274,,699.0141642,698.0027853,696.9862603,5.398550377,5.451539481,5.626067982
666,1471,-0.54,-8.2,124,73.89,73.04,73.61,75.03,651,648,649,7.07,7.09,7.37,4602.57,4594.32,4783.13,4660.01,3.1,280,,699.3105179,696.7386132,695.3789707,3.719615911,3.682871513,3.929213508
693,1562,-2.6,-12,260,49.16,48.09,49.15,50.25,654,647,648,7.24,7.31,7.38,4734.96,4729.57,4782.24,4748.92,1.8,68,,696.8653759,693.5237734,694.005963,5.169836292,5.219416139,5.322518221
778,1743,-2.67,-9.9,196,41.33,40.91,40.66,42.42,621,615,617,7.62,7.55,7.75,4732.02,4643.25,4781.75,4719.01,1.3,155,,702.1917017,698.8935467,698.6220586,3.251627549,3.290459156,3.391852515
915,2044,-3.96,-9.5,64,62.23,62.73,61.46,62.5,598,596,594,7.91,7.9,8.05,4730.18,4708.4,4781.7,4740.09,0,81,,704.7398198,703.7650686,700.2423843,1.587893923,1.605235018,1.612368442
916,2046,-4.25,-9.5,49,73.74,73.97,72.67,74.58,700,694,695,6.72,6.85,6.88,4704,4753.9,4781.6,4746.5,0,24,,702.0440594,701.1624228,700.6403735,1.405788005,1.444166389,1.509739876
917,2048,-4.77,-9.3,27,113.24,110.69,113.76,115.26,685,686,686,7.08,7.03,6.97,4849.8,4822.58,4781.42,4817.93,0,6,,702.8146724,699.8427231,699.7309442,1.203774188,1.207060733,1.290174791
918,2050,-5.6,-9.2,19,137.27,134.27,134.08,143.46,628,628,625,7.5,7.51,7.65,4710,4716.28,4781.25,4735.84,0,6,,696.766445,697.9780589,697.3952145,1.030295815,1.048715117,1.054650539
1002,2242,-9.2,-9.7,13,200.01,194.78,195.34,209.91,682,680,681,6.65,6.81,7.02,4535.3,4630.8,4780.62,4648.91,0.9,279,,701.641985,699.8615984,699.261,1.00158827,1.014825415,1.077041555
1004,2245,-9.33,-10,8,176.37,94.06,200.88,234.19,603,600,596,7.78,7.65,8.02,4691.34,4590,4779.92,4687.09,0.7,288,,694.4500344,691.047899,693.0063205,0.646677461,0.580096312,0.65095533
1086,2412,-3.54,-6.4,115,64.14,63.95,63.74,64.74,629,625,624,7.43,7.46,7.66,4673.47,4662.5,4779.84,4705.27,1.1,335,,700.3470749,699.3398098,698.7706219,2.986977175,2.993506653,3.050904245
1180,2604,-1.62,-5.9,111,70.14,69.34,69.92,71.15,644,641,639,7.32,7.4,7.48,4714.08,4743.4,4779.72,4745.73,0.2,262,,697.3700215,697.3686362,695.3803609,3.147001617,3.183065031,3.254672879
1182,2608,-1.91,-6,42,153.16,154.33,150.9,154.25,645,641,639,7.33,7.36,7.48,4727.85,4717.76,4779.72,4741.78,0,262,,701.8250963,698.7855864,700.4306862,2.595575187,2.667689106,2.668868439
1202,2673,-2.06,-11.9,201,56.44,55.52,56.13,57.66,662,661,662,6.96,6.98,7.22,4607.52,4613.78,4779.64,4666.98,2.5,280,,699.8511546,697.6376642,699.1805474,4.559988934,4.606506191,4.75381312
1441,3237,-7.04,-8.3,98,26.7,26.16,26.44,27.5,619,617,619,7.9,7.69,7.72,4890.1,4744.73,4778.68,4804.5,0.5,259,,693.5704186,693.4444849,692.3577237,1.039826505,1.091950915,1.057020415
1686,3796,-6.73,-15,185,38.8,18.82,75.65,21.93,639,638,638,7.16,7.16,7.49,4575.24,4568.08,4778.62,4640.65,1,305,,699.6670599,721.2998006,706.2671589,1.424655681,5.311323754,1.676498832
1687,3797,-6.85,-15,195,38.27,18.5,73.78,22.55,643,640,636,7.48,7.57,7.51,4809.64,4844.8,4776.36,4810.27,1.1,351,,699.0080154,720.224829,707.5606769,1.658737812,5.218518765,1.775153791
1688,3798,-7.04,-15.4,175,39.41,18.77,76.87,22.58,630,626,625,7.4,7.33,7.64,4662,4588.58,4775,4675.19,1.7,330,,702.3894121,723.9465423,704.9851462,1.409942373,5.139581751,1.558685577
1852,4170,-2.83,-11.7,340,36.18,35.29,36.38,36.88,610,609,609,7.88,7.86,7.84,4806.8,4786.74,4774.56,4789.37,2.4,173,,698.5646158,696.7284404,695.9263214,4.976092598,4.953678878,5.135560598
1867,4201,-2.16,-9.9,254,33.48,33.54,33.2,33.68,683,681,679,6.84,6.87,7.03,4671.72,4678.47,4773.37,4707.85,2.1,188,,699.7864063,698.6136688,697.4932964,3.439377262,3.566287516,3.540766268
1868,4202,-2.89,-10.2,240,32.76,30.68,34.67,32.94,680,677,678,6.87,6.9,7.04,4671.6,4671.3,4773.12,4705.34,2.8,195,,698.6246375,697.8871164,696.1029857,3.266862137,3.108366767,3.219334666
2054,4618,-1.93,-5.3,157,45.1,42.22,43.16,49.93,655,655,652,7.25,7.16,7.32,4748.75,4689.8,4772.64,4737.06,1.7,164,,701.9415142,700.9835367,699.6320381,2.907007735,2.994322241,2.788059968
2057,4625,-1.83,-5.5,100,47.13,47.44,47.72,46.24,681,677,676,6.89,6.94,7.06,4692.09,4698.38,4772.56,4721.01,1.3,149,,697.3350761,696.0220812,695.4411924,1.950070781,1.949461438,1.938070539
2058,4627,-2.25,-5.8,89,43.13,42.1,39.83,47.47,654,651,651,7.38,7.27,7.33,4826.52,4732.77,4771.83,4777.04,1,151,,696.5801553,698.7414,696.7194026,1.581944083,1.56189663,1.557163061
2088,4701,2.39,-6.2,220,27.45,10.84,60.64,10.86,630,626,627,7.6,7.6,7.61,4788,4757.6,4771.47,4772.36,0,199,,701.5775488,691.416061,673.8056112,1.21242037,2.307682288,1.069657141
2115,4756,6.16,-6.9,201,46.89,51.47,52.95,36.24,662,661,659,7.07,7.13,7.24,4680.34,4712.93,4771.16,4721.48,1.2,232,,701.0037899,679.8120496,698.2819931,4.312627305,4.655464415,3.447152259
2120,4766,6.49,-7,184,53.64,55.52,57.56,47.85,638,635,631,7.46,7.52,7.56,4759.48,4775.2,4770.36,4768.35,1.5,276,,701.426309,685.6609231,697.375416,4.278474461,4.732638594,3.26741088
2163,4886,3.47,-10.5,231,63.86,66.42,62.48,62.67,637,636,631,7.27,7.31,7.56,4630.99,4649.16,4770.36,4683.5,4,280,,701.7145524,690.6205062,699.6650817,6.140035785,6.418937413,5.823491168
2205,4981,-0.21,-5.9,118,64.05,64.5,63.75,63.91,615,605,610,7.92,7.73,7.82,4870.8,4676.65,4770.2,4772.55,2.2,273,,698.2050233,697.749759,694.6761679,3.089957676,3.145692514,3.227398196
